Column1,Column2
"Just need to get this out. I’m angry, pissed off, upset, frustrated, and irritated. No reason.. Just am. Don’t ask why… Cuz I don’t know.",angry
There comes a point in your life when you realize that you’re tired of trying and it’s time to cut your losses and let go. I have reached that point,angry
Don’t test my patience…if I lose my patience you will become patient …,angry
I am having one of those days where I just want to rub people’s face against a cheese grater,angry
It just seems like the past few weeks have been one very long bad day!,angry
Thinks it would be really nice of you to go sit on a cactus,angry
Anger is an acid that can do more harm to the vessel in which it is stored than to anything on which it is poured. But I really don’t care.,angry
I actually don’t need to control my anger. Everyone around me needs to control their habit of pissing me off…,angry
"I think that stupid people were put on this planet to test my anger management skills.,",angry
A good woman doesn’t get angry and she sure as hell doesn’t get even. She gets over it and keeps it moving.,angry
"People don’t listen, they just wait for their turn to talk.",angry
How stupid of me to believe a boy like you could love a girl like me.,angry
Why stress over someone that won’t even text to see if you’re alright?,angry
"You were my cup of tea, I drink coffee now.",angry
"I don’t give up easily on someone, but when I finally do I will be so done with you and nothing you’ll ever do will bring me back.",angry
"I don’t have time to hate anyone, I will just forget about you.",angry
Choose people who choose you.,angry
"If someone breaks your heart, just punch them in the face. Seriously. Punch them in faceand go get some ice-cream",angry
"I don’t hate you, but I have lost all the reason to love you.",angry
“I didn’t lose you. you lost me. You’ll search for me inside of everyone you’re with &I won’t be found. ”- R.H.Sin.,angry
"I didn’t stop loving you. I decided to stop showing it because no matter how hard I tried, you wouldn’t get it.",angry
I had a lot of reasons to give up on you. But I still chose to stay. You had a lot of reasons to stay. But you chose to give up…,angry
"I’m a little bitter today, sorry if I offend anyone, but right now with the mood, I’m in I really don’t care..",angry
"Don’t chat with me when you are bored. Bitch, please! I’m not here for your entertainment.",angry
I just don’t care if anyone doesn’t like me. I wasn’t put on earth to entertain everyone.,angry
It sucks when you realize you rejected other people for that one person who wasted your time.,angry
"No matter how long you know someone, they eventually show their true colors.",angry
Sometimes I’m just not in the mood to talk.,angry
"Anger is never without a reason, but seldom with a good one.",angry
"Anger is not bad. Anger can be a very positive thing, the thing that moves us beyond the acceptance of evil.",angry
I will not delete you or block you. I am keeping you there so you will be able to see how happy I’m without you.,angry
"I may look calm, but in my head, I’ve killed you about 5 times.",angry
Some people need to open their small minds instead of their big mouths.,angry
Anger is a temporary madness.,angry
"Anger is a great force. If you control it, it can be transmuted into a power which can move the whole world.",angry
"Don’t try to please other people if, in the end, you know it won’t work.",angry
"Everything is getting expensive except some people, they are getting cheaper.",angry
"If you’re going to talk about me behind my back, don’t smile at me to my face!",angry
"People change, things go wrong, shit happens, but life goes on.",angry
"Just because I’m being quiet, that doesn’t mean I’m mad.",angry
"Nobody makes you angry, you decide to use anger as a response.",angry
Never forget what someone says to you when they are angry because that’s when the truth comes out.,angry
It sucks when you realize you rejected other people for that one person who wasted your time.,angry
Some people never realize the emotional and mental damage they do to others.,angry
My silence doesn’t mean that I quit… It simply means that I don’t want to argue with people who just don’t want to understand.,angry
Never make yourself feel like nothing to make someone else feel like everything.,angry
"It’s better to cry than to be angry because anger hurts others, while tears flow silently through the soul and cleanness the heart…",angry
"If you’re going to talk about me behind my back, don’t smile at me to my face!",angry
Sometimes one middle finger isn’t enough to let someone know how you feel. That’s why you have two hands.,angry
Anger is an acid that can do more harm to the vessel in which it is stored than to anything on which it is poured.,angry
"Sometimes I’m not angry, I’m hurt and there’s a big difference.",angry
Definition of EX: Thanks for the experience. Our time has expired. Now exit my life.,angry
Never regret something that once made you smile.,angry
Anger blows out the lamp of the mind.,angry
Anger dwells only in the bosom of fools.,angry
"Anger as soon as fed is dead, Its starving makes it fat.",angry
"Don’t be so happy, I don’t really forgive people, I just pretend like it’s OK and wait for my turn to destroy them.",angry
Never forget what someone says to you when they are angry because that’s when the truth comes out.,angry
"For every minute you remain angry, you give up sixty seconds of peace of mind.",angry
A person who has lots of anger inside definitely loves people more than anyone else can. because if red color indicates anger then it indicates love too…,angry
"By God, there’s a lot to make you angry.",angry
Some people will pretend to care just so they can get a better seat to watch your struggle. Every helping hand is not always there to help.,angry
"When you are angry, your text speed increases by a ridiculous amount.",angry
"Beware, I’m not in my greatest mood today.",angry
There are no words to describe the anger and frustration that I am feeling right now.,angry
Anger is a feeling that makes your mouth work faster than your mind.,angry
Only Two People will tell you the truth about yourself: someone who is angry with you and someone who loves you.,angry
"Anger is our natural defense against pain. So when I say, I hate you – it really means you hurt me.",angry
"It’s better to cry than to be angry because anger hurts others, while tears flow silently through the soul and cleanness the heart.",angry
"Feelings are much like waves, we can’t stop them from coming but we can choose which ones to surf.",angry
"If you want to hear the whole truth about yourself, make your neighbor angry.",angry
Anger is only one letter short of Danger.,angry
For every minute you are angry. You lose sixty seconds of happiness. Think about It…,angry
"No matter how long you know someone, they eventually show their true colors.",angry
May I kill you in the morning?,angry
Is getting close to just walking away?,angry
"Anger makes you smaller, while forgiveness forces you to grow beyond what you were.",angry
Hating Me Won’T Make You Pretty.,angry
Anger Is One Letter Short Of Danger.,angry
"I Am If I Changed, But You Changed Too.",angry
Anger Is My Power So Don’t Make Me Angry.,angry
Even The Nicest People Have Their Limits.,angry
Whatever Is Begun In Anger Ends In Shame.,angry
Don’t Make Me Angry And Change Your Status.,angry
Silence Is The Best Way To React While Angry.,angry
"It’s Just A Chapter In Your Life, Turn The Page And Move On.",angry
"When People Get Angry With Him, I Remind Them That He’S Kid.",angry
"If Someone Is Angry With You And You Laugh At Them, You Win.",angry
Nobody Makes You Angry. You Decide To Use Anger As A Response.,angry
I Miss You That True But It Doesn’t Mean I Forget Your Lies.,angry
I will not delete you or block you. I am keeping you there so you will be able to see how happy I’m without you.,angry
"I may look calm, but in my head, I’ve killed you about 5 times.",angry
"People change, things go wrong, shit happens, but life goes on.",angry
"Just because I’m being quiet, that doesn’t mean I’m mad.",angry
It sucks when you realize you rejected other people for that one person who wasted your time.,angry
My silence doesn’t mean that I quit… It simply means that I don’t want to argue with people who just don’t want to understand!,angry
"For every minute you remain angry, you give up sixty seconds of peace of mind.",angry
A person who has lots of anger inside definitely loves people more than anyone else can. because if red color indicates anger then it indicates love too…,angry
Never regret something that once made you smile.,angry
I do not exist to impress the world. I exist to live my life in a way that will make me happy.,angry
"Everything is getting expensive except some people, they are getting cheaper.",angry
My phone screen is brighter than my future ?,angry
Anger is a feeling that makes your mouth work than faster your mind..,angry
"This man, is man, a man, good man, way man, to man, keep man, a man, idiot man, busy man, for man, 30 man, seconds man! NOW READ WITHOUT MAN",angry
Sometimes the best way to get someone\’s attention is to stop giving them yours.,angry
Girls r like potato chips…you can’t have 1,angry
Had you asked for my life i would have sacrificed it with a smile… but you’ve stripped me of my pride,angry
